dur,proto,service,state,spkts,sbytes,rate,sttl,sload,sloss,sinpkt,sjit,swin,smean,is_sm_ips_ports,attack_cat,label
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Analysis,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
0.994367,tcp,-,FIN,10,564,17.096303,254,4087.022217,2,106.206889,6555.14633,255,56,0,Reconnaissance,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Analysis,1
1.725508,tcp,http,FIN,10,1164,12.170329,254,4858.858887,2,191.626333,14054.77235,255,116,0,Generic,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,DoS,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
0.907724,tcp,-,FIN,10,534,18.728159,254,4239.173828,2,100.752556,5355.086417,255,53,0,Fuzzers,1
6e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Backdoor,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
0.907724,tcp,-,FIN,10,534,18.728159,254,4239.173828,2,100.752556,5355.086417,255,53,0,Fuzzers,1
0.945554,tcp,-,FIN,14,8854,22.209202,254,69563.45313,4,72.734923,4368.825836,255,632,0,Fuzzers,1
6e-06,udp,-,INT,2,168,166666.6608,254,112000000.0,0,0.006,0.0,0,84,0,Reconnaissance,1
0.907724,tcp,-,FIN,10,534,18.728159,254,4239.173828,2,100.752556,5355.086417,255,53,0,Fuzzers,1
1e-05,udp,-,INT,2,104,100000.0025,254,41600000.0,0,0.01,0.0,0,52,0,Fuzzers,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
6e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,DoS,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
9e-06,udp,-,INT,2,578,111111.1072,254,256888880.0,0,0.009,0.0,0,289,0,DoS,1
4e-06,udp,-,INT,2,104,250000.0006,254,104000000.0,0,0.004,0.0,0,52,0,Fuzzers,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,DoS,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
0.388317,tcp,http,FIN,10,890,38.628235,254,16501.98242,2,40.044333,2102.868585,255,89,0,Exploits,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
0.71019,tcp,-,FIN,12,1044,26.753404,254,10780.21387,3,64.562724,3569.423936,255,87,0,Fuzzers,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Fuzzers,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Analysis,1
0.603955,tcp,-,FIN,10,588,24.836289,254,7020.391113,2,64.056222,3393.827773,255,59,0,Fuzzers,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
0.52424,tcp,-,FIN,10,588,28.612848,254,8087.898438,2,58.248889,2991.588343,255,59,0,Fuzzers,1
1.628024,tcp,-,FIN,10,534,9.213623,254,2363.601562,2,180.891556,12969.11533,255,53,0,Fuzzers,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
6e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Fuzzers,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Backdoor,1
0.461605,tcp,-,FIN,10,588,32.495314,254,9185.341797,2,51.289444,2705.075092,255,59,0,Fuzzers,1
1.628024,tcp,-,FIN,10,534,9.213623,254,2363.601562,2,180.891556,12969.11533,255,53,0,Fuzzers,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Backdoor,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
4e-06,sm,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Analysis,1
0.495993,tcp,http,FIN,10,892,30.242363,254,12951.7959,2,51.164111,3219.610429,255,89,0,Reconnaissance,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Exploits,1
0.582028,tcp,http,FIN,16,11242,39.517001,254,144872.7656,5,38.736334,3141.44155,255,703,0,DoS,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1.920069,tcp,smtp,FIN,90,94127,61.97694,62,387827.7188,42,21.573808,2021.081154,255,1046,0,Exploits,1
8e-06,udp,-,INT,2,104,125000.0003,254,52000000.0,0,0.008,0.0,0,52,0,Fuzzers,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,DoS,1
0.629471,tcp,-,FIN,10,536,27.006804,254,6138.487793,2,66.413889,4127.55859,255,54,0,Shellcode,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,DoS,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
0.941527,tcp,-,FIN,10,564,18.055775,254,4316.392578,2,102.199889,6384.500576,255,56,0,Reconnaissance,1
1.011896,tcp,-,FIN,60,68199,72.1418,254,530196.75,27,16.130457,1611.828999,255,1137,0,Fuzzers,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
0.419423,tcp,-,FIN,10,2784,45.300328,254,47799.0,2,46.602556,2293.756426,255,278,0,Exploits,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Exploits,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1e-05,udp,-,INT,2,168,100000.0025,254,67200000.0,0,0.01,0.0,0,84,0,Reconnaissance,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
2.764573,tcp,http,FIN,12,1280,4.702354,254,3397.269531,6,251.324813,20475.81335,255,107,0,Reconnaissance,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Fuzzers,1
0.887134,tcp,http,FIN,60,68197,82.287455,254,604742.875,27,14.687441,1546.33047,255,1137,0,Fuzzers,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Fuzzers,1
0.591706,tcp,-,FIN,10,588,25.350428,254,7165.721191,2,65.745111,3615.345687,255,59,0,Fuzzers,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
0.597385,tcp,http,FIN,10,830,28.457361,62,10003.59961,2,66.336444,3985.114486,255,83,0,Exploits,1
7e-06,unas,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Fuzzers,1
1.1e-05,mfe-nsp,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Fuzzers,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
0.521589,tcp,http,FIN,10,890,28.758276,254,12285.53516,2,53.023222,2764.35308,255,89,0,Exploits,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Analysis,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Analysis,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
0.644085,tcp,-,FIN,10,1910,26.394032,254,21351.21875,2,71.451556,4183.362921,255,191,0,DoS,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Backdoor,1
0.935257,tcp,-,FIN,20,9258,31.007519,254,75239.21094,7,49.182684,2825.255593,255,463,0,Fuzzers,1
1e-06,udp,-,INT,2,168,1000000.003,254,672000000.0,0,0.001,0.0,0,84,0,Reconnaissance,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Backdoor,1
5e-06,udp,dns,INT,2,114,200000.0051,254,91200000.0,0,0.005,0.0,0,57,0,Generic,1
0.662036,tcp,http,FIN,10,1284,25.678362,254,13969.0293,2,73.559556,4148.013567,255,128,0,Generic,1
1.628024,tcp,-,FIN,10,534,9.213623,254,2363.601562,2,180.891556,12969.11533,255,53,0,Fuzzers,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
3e-06,udp,-,INT,2,104,333333.3215,254,138666656.0,0,0.003,0.0,0,52,0,Fuzzers,1
0.541941,tcp,http,FIN,10,800,27.67829,254,10628.46387,2,58.371444,3044.039318,255,80,0,Reconnaissance,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Exploits,1
5e-06,udp,dns,INT,2,114,200000.0051,254,91200000.0,0,0.005,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1.425625,tcp,http,FIN,10,1152,17.536169,254,5819.202148,2,158.402778,10187.7753,255,115,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,DoS,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,DoS,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1.030199,tcp,-,FIN,10,564,16.501665,254,3944.868652,2,112.140667,7599.675472,255,56,0,Reconnaissance,1
0.745047,tcp,-,FIN,10,534,22.817353,254,5164.774902,2,82.783,4637.111054,255,53,0,Fuzzers,1
2.548143,tcp,pop3,FIN,26,1252,20.799461,62,3780.007812,9,101.92572,5245.087352,255,48,0,Generic,1
5e-06,udp,dns,INT,2,114,200000.0051,254,91200000.0,0,0.005,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Exploits,1
0.971594,tcp,-,FIN,10,622,17.497021,254,4610.979492,2,107.954889,6346.177351,255,62,0,Fuzzers,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Exploits,1
2.396078,tcp,-,FIN,168,214846,82.635036,254,713058.5625,81,14.342581,1529.870969,255,1279,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
1.404178,tcp,-,FIN,10,564,12.106727,254,2894.219971,2,153.890667,9028.615327,255,56,0,Reconnaissance,1
1e-05,ptp,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Fuzzers,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
2e-06,udp,-,INT,2,304,500000.0013,254,608000000.0,0,0.002,0.0,0,152,0,Fuzzers,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
1.1e-05,merit-inp,-,INT,2,200,250000.0006,254,200000000.0,0,0.004,0.0,0,100,0,Fuzzers,1
0.694913,tcp,http,FIN,10,760,24.463493,62,7874.366699,2,77.212556,4221.711468,255,76,0,Exploits,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,166,142857.1409,254,94857144.0,0,0.007,0.0,0,83,0,DoS,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
0.4745,tcp,-,FIN,10,1278,31.612223,254,19405.68945,2,50.359,2688.042134,255,128,0,Generic,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
1.1e-05,udp,-,INT,2,104,90909.0902,254,37818180.0,0,0.011,0.0,0,52,0,Fuzzers,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
1.401483,tcp,-,FIN,14,4500,14.984127,254,23854.73047,3,107.804309,6653.830056,255,321,0,Exploits,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
6e-06,udp,dns,INT,2,134,166666.6608,62,89333328.0,0,0.006,0.0,0,67,0,Exploits,1
0.648687,tcp,-,FIN,10,756,23.123633,254,8398.50293,2,67.038222,3544.087996,255,76,0,Fuzzers,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Analysis,1
0.594828,tcp,http,FIN,10,786,35.304323,62,9522.080078,2,66.092,4132.287708,255,79,0,Exploits,1
1.1e-05,udp,dns,INT,2,134,90909.0902,62,48727272.0,0,0.011,0.0,0,67,0,Exploits,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
4e-06,udp,dns,INT,2,134,100000.0025,62,53600000.0,0,0.01,0.0,0,67,0,Exploits,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Backdoor,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
1.13387,tcp,-,FIN,10,564,14.9929,254,3584.185059,2,119.477556,7458.022873,255,56,0,Reconnaissance,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,udp,dns,INT,2,114,250000.0006,254,114000000.0,0,0.004,0.0,0,57,0,Generic,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Exploits,1
0.904081,tcp,http,FIN,60,68199,80.744979,254,593424.6875,27,15.323407,1514.615563,255,1137,0,Fuzzers,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
6e-06,udp,dns,INT,2,114,166666.6608,254,76000000.0,0,0.006,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Analysis,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,DoS,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Backdoor,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Backdoor,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Exploits,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
7e-06,udp,dns,INT,2,114,142857.1409,254,65142856.0,0,0.007,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Exploits,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Fuzzers,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,DoS,1
2e-06,udp,-,INT,2,168,500000.0013,254,336000000.0,0,0.002,0.0,0,84,0,Reconnaissance,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,DoS,1
1.1e-05,3pc,-,INT,2,200,83333.33039,254,66666664.0,0,0.012,0.0,0,100,0,Fuzzers,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
1e-05,udp,dns,INT,2,114,100000.0025,254,45600000.0,0,0.01,0.0,0,57,0,Generic,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Exploits,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
1.1e-05,sep,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Analysis,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Exploits,1
0.49838,tcp,http,FIN,8,670,24.078013,62,9422.529297,2,71.197145,4263.503134,255,84,0,Exploits,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Fuzzers,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
2e-06,udp,dns,INT,2,114,500000.0013,254,228000000.0,0,0.002,0.0,0,57,0,Generic,1
4e-06,unas,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Fuzzers,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
9e-06,udp,dns,INT,2,114,111111.1072,254,50666664.0,0,0.009,0.0,0,57,0,Generic,1
6e-06,unas,-,INT,2,200,166666.6608,254,133333328.0,0,0.006,0.0,0,100,0,Fuzzers,1
1.1e-05,sep,-,INT,2,200,90909.0902,254,72727272.0,0,0.011,0.0,0,100,0,Backdoor,1
1.2e-05,udp,-,INT,2,690,83333.33039,254,229999984.0,0,0.012,0.0,0,345,0,Shellcode,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
1.1e-05,udp,dns,INT,2,114,90909.0902,254,41454544.0,0,0.011,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
3e-06,unas,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Analysis,1
0.829897,tcp,http,FIN,12,918,22.894408,62,8116.669922,2,75.445182,4717.926843,255,77,0,Exploits,1
8e-06,udp,dns,INT,2,114,125000.0003,254,57000000.0,0,0.008,0.0,0,57,0,Generic,1
0.656561,tcp,-,FIN,12,1044,28.938666,254,11660.75977,4,3265.878585,351765.1327,255,87,0,Fuzzers,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
1.422771,tcp,-,FIN,18,1450,23.194176,254,7703.277832,6,83.692412,4192.817902,255,81,0,Generic,1
3e-06,unas,-,INT,2,200,100000.0025,254,80000000.0,0,0.01,0.0,0,100,0,Backdoor,1
8e-06,udp,dns,INT,2,114,125000.0003,254,57000000.0,0,0.008,0.0,0,57,0,Generic,1
3e-06,udp,dns,INT,2,114,333333.3215,254,152000000.0,0,0.003,0.0,0,57,0,Generic,1
